1	11	1
1	16	1
1	18	1
1	31	1
1	32	1
1	34	1
1	49	1
1	50	1
1	51	1
1	58	1
1	60	1
1	61	1
2	4	1
2	11	1
2	17	1
2	18	1
2	31	1
2	32	1
2	33	1
2	34	1
2	49	1
2	50	1
2	51	1
2	57	1
2	58	1
2	61	1
3	11	1
3	17	1
3	18	1
3	31	1
3	32	1
3	34	1
3	49	1
3	50	1
3	51	1
3	58	1
3	61	1
4	11	1
4	17	1
4	18	1
4	31	1
4	32	1
4	34	1
4	50	1
4	51	1
4	58	1
4	61	1
5	11	1
5	16	1
5	17	1
5	18	1
5	31	1
5	32	1
5	34	1
5	50	1
5	51	1
5	58	1
5	61	1
6	4	1
6	5	1
6	11	1
6	16	1
6	17	1
6	18	1
6	31	1
6	32	1
6	34	1
6	36	1
6	37	1
6	51	1
6	58	1
6	60	1
6	61	1
7	11	1
7	17	1
7	18	1
7	24	1
7	31	1
7	32	1
7	34	1
7	36	1
7	37	1
7	44	1
7	50	1
7	51	1
7	54	1
7	58	1
7	59	1
7	60	1
7	61	1
8	16	1
8	17	1
8	31	1
8	32	1
8	34	1
8	35	1
8	43	1
8	49	1
8	50	1
8	55	1
8	57	1
8	58	1
8	60	1
8	61	1
9	16	1
9	17	1
9	18	1
9	20	1
9	31	1
9	32	1
9	34	1
9	49	1
9	50	1
9	51	1
9	57	1
9	58	1
9	61	1
10	16	1
10	17	1
10	18	1
10	20	1
10	31	1
10	32	1
10	34	1
10	49	1
10	50	1
10	51	1
10	57	1
10	58	1
10	61	1
11	9	1
11	16	1
11	17	1
11	20	1
11	31	1
11	32	1
11	34	1
11	49	1
11	50	1
11	51	1
11	55	1
11	57	1
11	58	1
11	59	1
11	61	1
12	11	1
12	16	1
12	17	1
12	18	1
12	20	1
12	31	1
12	32	1
12	34	1
12	50	1
12	51	1
12	55	1
12	57	1
12	58	1
12	59	1
12	61	1
13	11	1
13	16	1
13	17	1
13	18	1
13	20	1
13	31	1
13	32	1
13	34	1
13	50	1
13	51	1
13	53	1
13	57	1
13	58	1
13	59	1
13	61	1
14	11	1
14	17	1
14	18	1
14	20	1
14	31	1
14	32	1
14	36	1
14	37	1
14	53	1
14	54	1
14	57	1
14	58	1
14	59	1
14	61	1
15	16	1
15	17	1
15	31	1
15	32	1
15	34	1
15	35	1
15	49	1
15	50	1
15	55	1
15	57	1
15	58	1
16	17	1
16	18	1
16	20	1
16	31	1
16	32	1
16	34	1
16	35	1
16	49	1
16	50	1
16	51	1
16	55	1
16	57	1
16	58	1
16	59	1
16	61	1
17	9	1
17	16	1
17	18	1
17	20	1
17	31	1
17	32	1
17	34	1
17	35	1
17	49	1
17	50	1
17	51	1
17	55	1
17	57	1
17	58	1
17	59	1
17	61	1
18	9	1
18	11	1
18	16	1
18	17	1
18	20	1
18	31	1
18	32	1
18	34	1
18	49	1
18	50	1
18	51	1
18	55	1
18	56	1
18	57	1
18	58	1
18	59	1
18	61	1
19	9	1
19	11	1
19	16	1
19	17	1
19	18	1
19	20	1
19	31	1
19	32	1
19	50	1
19	51	1
19	55	1
19	57	1
19	58	1
19	59	1
19	61	1
19	64	1
20	9	1
20	11	1
20	17	1
20	18	1
20	31	1
20	32	1
20	43	1
20	53	1
20	55	1
20	57	1
20	58	1
20	59	1
20	61	1
20	64	1
21	11	1
21	17	1
21	18	1
21	20	1
21	31	1
21	32	1
21	53	1
21	54	1
21	55	1
21	57	1
21	58	1
21	59	1
21	64	1
22	3	1
22	4	1
22	11	1
22	18	1
22	31	1
22	32	1
22	34	1
22	51	1
22	58	1
22	60	1
22	61	1
22	64	1
23	3	1
23	4	1
23	11	1
23	18	1
23	31	1
23	32	1
23	34	1
23	37	1
23	51	1
23	58	1
23	60	1
23	61	1
23	64	1
24	4	1
24	11	1
24	18	1
24	31	1
24	32	1
24	34	1
24	37	1
24	51	1
24	58	1
24	60	1
24	61	1
24	64	1
25	3	1
25	4	1
25	11	1
25	18	1
25	26	1
25	31	1
25	32	1
25	34	1
25	61	1
26	3	1
26	4	1
26	11	1
26	18	1
26	31	1
26	32	1
26	33	1
26	34	1
26	51	1
26	58	1
26	60	1
26	61	1
26	64	1
27	4	1
27	11	1
27	17	1
27	18	1
27	31	1
27	32	1
27	34	1
27	51	1
27	58	1
27	60	1
27	61	1
27	64	1
28	4	1
28	11	1
28	18	1
28	31	1
28	32	1
28	34	1
28	35	1
28	51	1
28	58	1
28	60	1
28	61	1
28	64	1
29	4	1
29	11	1
29	18	1
29	23	1
29	24	1
29	28	1
29	31	1
29	32	1
29	35	1
29	51	1
29	57	1
29	58	1
29	60	1
29	61	1
29	63	1
29	64	1
30	4	1
30	11	1
30	16	1
30	18	1
30	26	1
30	31	1
30	32	1
30	34	1
30	50	1
30	57	1
30	58	1
30	61	1
30	64	1
31	4	1
31	11	1
31	18	1
31	32	1
31	34	1
31	50	1
31	51	1
31	57	1
31	58	1
31	60	1
31	61	1
31	64	1
32	4	1
32	11	1
32	18	1
32	31	1
32	34	1
32	50	1
32	51	1
32	58	1
32	61	1
33	4	1
33	11	1
33	18	1
33	31	1
33	32	1
33	34	1
33	51	1
33	58	1
33	61	1
34	11	1
34	18	1
34	31	1
34	32	1
34	51	1
34	58	1
34	61	1
35	4	1
35	11	1
35	17	1
35	18	1
35	31	1
35	32	1
35	34	1
35	51	1
35	58	1
35	61	1
35	64	1
36	4	1
36	11	1
36	18	1
36	31	1
36	32	1
36	34	1
36	51	1
36	58	1
36	61	1
36	64	1
37	4	1
37	11	1
37	18	1
37	31	1
37	32	1
37	34	1
37	51	1
37	54	1
37	58	1
37	60	1
37	61	1
37	64	1
38	11	1
38	17	1
38	18	1
38	26	1
38	31	1
38	32	1
38	50	1
38	51	1
38	54	1
